project,pull_number,pull_type,id,classification,indicator,repo_owner,pr_duration_days,pr_status
druid,1862,summary,0,non_debt,-,apache,1,Merged
spark,19468,review,148569836,non_debt,-,apache,49,Closed
hudi,1114,review,360699643,non_debt,-,apache,18,Merged
skywalking,5685,comment,711190648,documentation_debt,outdated_documentation,apache,13,Merged
airflow,1270,description,0,code_debt,low_quality_code,apache,0,Merged
kafka,4805,review,183132149,non_debt,-,apache,31,Merged
kafka,2525,summary,0,non_debt,-,apache,7,Closed
incubator-weex,1794,description,0,non_debt,-,apache,0,Closed
incubator-pinot,2304,review,160811762,non_debt,-,apache,0,Merged
carbondata,3208,review,282835607,non_debt,-,apache,22,Closed
spark,24382,comment,517798684,non_debt,-,apache,124,Closed
kafka,2675,comment,285844277,non_debt,-,apache,414,Closed
spark,8823,comment,141555821,non_debt,-,apache,0,Closed
