project,pull_number,pull_type,id,classification,indicator,repo_owner,pr_duration_days,pr_status
trafodion,225,comment,164217785,non_debt,-,apache,2.0,Merged
nifi,4720,summary,0,non_debt,-,apache,28.0,Closed
flink,2392,description,0,non_debt,-,apache,0.0,Closed
kafka,986,review,60941228,non_debt,-,apache,57.0,Closed
flink,1690,comment,188002588,non_debt,-,apache,157.0,Closed
drill,1836,comment,521174404,non_debt,-,apache,22.0,Closed
drill,1279,review,195346887,non_debt,-,apache,102.0,Closed
drill,1228,review,184192443,non_debt,-,apache,9.0,Closed
spark,14783,comment,243683097,non_debt,-,apache,14.0,Closed
calcite,782,review,209381477,documentation_debt,low_quality_documentation,apache,239.0,Closed
kafka,841,comment,177319309,test_debt,lack_of_tests,apache,691.0,Closed
superset,6663,comment,453598576,code_debt,low_quality_code,apache,1.0,Merged
spark,26738,review,361889612,non_debt,-,apache,1.0,Closed
superset,6943,comment,467251658,non_debt,-,apache,51.0,Closed
spark,1379,comment,71531266,code_debt,slow_algorithm,apache,22.0,Merged
lucene-solr,2336,description,0,non_debt,-,apache,5.0,Merged
spark,5511,review,28394051,code_debt,low_quality_code,apache,1.0,Closed
spark,31296,review,564382393,non_debt,-,apache,108.0,Closed
madlib,303,description,0,non_debt,-,apache,0.0,Closed
zeppelin,2991,comment,396809218,non_debt,-,apache,15.0,Closed
accumulo,394,comment,369808863,non_debt,-,apache,18.0,Closed
cloudstack,4175,comment,665553410,non_debt,-,apache,35.0,Merged
spark,7833,comment,127803471,non_debt,-,apache,10.0,Closed
hudi,1044,description,0,non_debt,-,apache,154.0,Closed
spark,24018,comment,472602348,non_debt,-,apache,6.0,Closed
spark,4533,comment,73925690,code_debt,complex_code,apache,0.0,Closed
cloudstack,4640,review,572617424,non_debt,-,apache,164.0,Merged
spark,28882,review,450833763,non_debt,-,apache,118.0,Closed
nifi,3748,review,328267613,non_debt,-,apache,50.0,Closed
spark,8669,comment,138927483,non_debt,-,apache,55.0,Closed
superset,2809,summary,0,non_debt,-,apache,0.0,Merged
spark,25942,review,328803928,non_debt,-,apache,1.0,Closed
trafficcontrol,4537,review,399606341,non_debt,-,apache,47.0,Merged
flink,2455,comment,249097529,non_debt,-,apache,45.0,Closed
activemq-artemis,3455,comment,779848243,code_debt,low_quality_code,apache,3.0,Closed
