project,pull_number,pull_type,id,classification,indicator,repo_owner,pr_duration_days,pr_status
druid,5649,comment,383651021,non_debt,-,apache,7,Merged
kafka,2405,review,97622033,code_debt,complex_code,apache,5,Closed
spark,27612,review,380444937,code_debt,low_quality_code,apache,0,Closed
kafka,1791,review,80134212,code_debt,low_quality_code,apache,82,Closed
daffodil,407,review,470752272,test_debt,low_coverage,apache,12,Merged
flink,3770,review,113919931,non_debt,-,apache,3,Merged
trafficcontrol,4786,description,0,non_debt,-,apache,4,Merged
activemq-artemis,87,comment,122921574,non_debt,-,apache,0,Closed
thrift,520,summary,0,non_debt,-,apache,596,Closed
spark,1313,review,15563577,non_debt,-,apache,30,Closed
nifi,1523,comment,281262286,non_debt,-,apache,1,Closed
carbondata,1707,comment,354043499,non_debt,-,apache,12,Closed
druid,5102,review,158433249,architecture_debt,violation_of_modularity,apache,55,Merged
spark,4593,comment,75540678,design_debt,non-optimal_design,apache,3,Closed
spark,5350,review,28019159,design_debt,non-optimal_design,apache,12,Closed
skywalking,6187,comment,759157679,non_debt,-,apache,0,Merged
cassandra,493,review,428233400,non_debt,-,apache,70,Closed
flink,15389,summary,0,code_debt,low_quality_code,apache,4,Closed
spark,30312,review,527995000,non_debt,-,apache,59,Closed
kafka,9100,review,477786630,code_debt,low_quality_code,apache,57,Merged
tvm,6274,review,483721402,non_debt,-,apache,56,Merged
calcite,2076,review,457807922,code_debt,dead_code,apache,7,Closed
reef,1412,comment,342832924,non_debt,-,apache,4,Closed
carbondata,3821,comment,653383759,non_debt,-,apache,0,Closed
spark,21322,comment,429410774,non_debt,-,apache,180,Closed
spark,11505,review,55262278,non_debt,-,apache,5,Closed
hbase,1747,description,0,non_debt,-,apache,1,Merged
superset,8629,summary,0,non_debt,-,apache,0,Merged
beam,4254,comment,352141618,non_debt,-,apache,3,Merged
cloudstack,4397,comment,708437967,non_debt,-,apache,1,Merged
spark,27359,comment,579564520,non_debt,-,apache,4,Closed
flink,705,review,30817476,design_debt,non-optimal_design,apache,1,Closed
ignite,7936,review,442743689,non_debt,-,apache,9,Closed
kafka,2822,comment,292657993,non_debt,-,apache,0,Closed
spark,28258,review,428693738,non_debt,-,apache,50,Closed
storm,2203,comment,346073151,non_debt,-,apache,194,Merged
gobblin,1226,review,76138754,non_debt,-,apache,4,Merged
bigtop,537,comment,519770209,non_debt,-,apache,28,Merged
incubator-pagespeed-ngx,436,description,0,non_debt,-,apache,0,Merged
incubator-mxnet,13362,review,239277593,non_debt,-,apache,39,Closed
