project,pull_number,pull_type,id,classification,indicator,repo_owner,pr_duration_days,pr_status
reef,858,description,0,non_debt,-,apache,38,Closed
incubator-brooklyn,525,comment,75658504,non_debt,-,apache,7,Merged
spark,27437,comment,581170246,non_debt,-,apache,0,Closed
incubator-mxnet,8732,comment,347630910,non_debt,-,apache,55,Merged
kafka,4579,description,0,non_debt,-,apache,1,Merged
kafka,6234,comment,462503916,test_debt,flaky_test,apache,8,Closed
flink,2221,comment,233556343,non_debt,-,apache,10,Closed
netbeans,1617,comment,549980784,non_debt,-,apache,3,Merged
spark,21356,review,189349209,code_debt,dead_code,apache,4,Closed
flink,3380,comment,286807853,non_debt,-,apache,971,Closed
skywalking,5103,description,0,non_debt,-,apache,0,Closed
ambari,860,comment,378632098,non_debt,-,apache,1,Merged
cloudstack,1017,comment,152850429,non_debt,-,apache,0,Closed
apisix-dashboard,218,review,431547403,non_debt,-,apache,0,Merged
hudi,830,review,312762266,non_debt,-,apache,2,Merged
flink,3520,description,0,non_debt,-,apache,4,Closed
spark,16452,comment,270048956,non_debt,-,apache,0,Closed
spark,3121,comment,62032343,non_debt,-,apache,11,Closed
reef,851,comment,187919912,non_debt,-,apache,9,Closed
spark,31522,review,580996896,non_debt,-,apache,165,Closed
beam,11053,comment,595046910,non_debt,-,apache,4,Closed
openwhisk,3592,comment,384964071,non_debt,-,apache,5,Merged
airflow,4967,comment,477355709,non_debt,-,apache,61,Merged
spark,8600,comment,239015776,non_debt,-,apache,17,Closed
carbondata,2878,summary,0,code_debt,low_quality_code,apache,115,Closed
flink,15074,description,0,non_debt,-,apache,0,Closed
trafodion,631,comment,236953400,non_debt,-,apache,10,Merged
cloudstack,3984,comment,603825002,non_debt,-,apache,11,Merged
flink,9082,review,340395215,code_debt,low_quality_code,apache,1040,Closed
spark,18465,comment,312939982,non_debt,-,apache,9,Closed
tvm,629,comment,344140131,non_debt,-,apache,45,Merged
kafka,3812,review,138736632,non_debt,-,apache,12,Closed
spark,10047,review,46215657,non_debt,-,apache,0,Closed
incubator-mxnet,18525,comment,653954287,non_debt,-,apache,1,Merged
spark,23714,description,0,non_debt,-,apache,15,Closed
spark,5011,comment,78962544,non_debt,-,apache,0,Closed
pulsar,4815,description,0,non_debt,-,apache,0,Merged
calcite,2189,description,0,non_debt,-,apache,46,Merged
tvm,5186,review,403298913,non_debt,-,apache,5,Merged
camel,1406,review,96633419,non_debt,-,apache,0,Closed
cloudstack,2190,comment,319162685,non_debt,-,apache,146,Closed
trafodion,813,review,86404383,non_debt,-,apache,4,Merged
drill,1892,review,393135561,non_debt,-,apache,160,Merged
arrow,5207,comment,528614954,non_debt,-,apache,12,Closed
druid,7647,review,283550456,documentation_debt,low_quality_documentation,apache,1,Merged
storm,1726,comment,256511956,non_debt,-,apache,19,Merged
carbondata,4074,comment,767821108,non_debt,-,apache,18,Closed
nifi-minifi-cpp,979,review,576201597,non_debt,-,apache,56,Closed
beam,6101,comment,412692922,non_debt,-,apache,22,Merged
tvm,5689,comment,635675471,non_debt,-,apache,0,Merged
flink,4279,comment,314653963,non_debt,-,apache,5,Closed
spark,26651,comment,558927022,non_debt,-,apache,2,Closed
incubator-mxnet,10550,summary,0,non_debt,-,apache,7,Merged
druid,36,review,2270352,non_debt,-,apache,7,Merged
kafka,7984,review,372683286,code_debt,complex_code,apache,10,Merged
zeppelin,3100,comment,408333428,non_debt,-,apache,5,Closed
arrow,6156,comment,667456601,non_debt,-,apache,564,Closed
spark,9031,comment,147046856,non_debt,-,apache,4,Closed
cassandra,716,review,476606951,non_debt,-,apache,571,Closed
