project,pull_number,pull_type,id,classification,indicator,repo_owner,pr_duration_days,pr_status
incubator-heron,3541,description,0,non_debt,-,apache,0.0,Merged
pulsar,3377,description,0,non_debt,-,apache,0.0,Merged
spark,23208,review,239581374,non_debt,-,apache,43.0,Closed
incubator-heron,3479,comment,626232335,design_debt,non-optimal_design,apache,83.0,Closed
cloudstack,954,comment,150064890,non_debt,-,apache,6.0,Merged
superset,9837,description,0,non_debt,-,apache,0.0,Merged
flink,9717,review,327954939,non_debt,-,apache,17.0,Merged
airflow,5659,comment,581119882,non_debt,-,apache,306.0,Closed
airflow,6073,comment,530132536,non_debt,-,apache,5.0,Closed
flink,8967,comment,508887383,non_debt,-,apache,61.0,Merged
spark,28991,review,449456447,non_debt,-,apache,111.0,Closed
zookeeper,1292,comment,602099491,non_debt,-,apache,51.0,Closed
flink,10105,review,344547802,non_debt,-,apache,13.0,Closed
incubator-mxnet,9552,review,176825148,requirement_debt,requirement_partially_implemented,apache,60.0,Merged
hbase,1860,comment,646896275,non_debt,-,apache,14.0,Merged
kafka,837,comment,177891645,non_debt,-,apache,,Not Closed or Merged
arrow,36,comment,339548456,non_debt,-,apache,955.0,Closed
netbeans,1392,comment,525818262,non_debt,-,apache,43.0,Merged
flink,11124,summary,0,non_debt,-,apache,223.0,Closed
pulsar,2617,comment,423583902,non_debt,-,apache,4.0,Merged
camel,3171,review,324231977,code_debt,low_quality_code,apache,3.0,Merged
flink,14052,review,526233564,non_debt,-,apache,7.0,Merged
airflow,4083,comment,495929466,non_debt,-,apache,234.0,Merged
airflow,4646,comment,464366589,non_debt,-,apache,23.0,Merged
accumulo,195,review,94623388,non_debt,-,apache,34.0,Closed
superset,6058,comment,430363331,non_debt,-,apache,7.0,Merged
flink,15045,description,0,documentation_debt,low_quality_documentation,apache,4.0,Merged
flink,8430,review,284183023,non_debt,-,apache,10.0,Closed
dubbo,5799,description,0,non_debt,-,apache,1.0,Merged
drill,530,review,73929975,non_debt,-,apache,49.0,Closed
incubator-pagespeed-ngx,1071,summary,0,non_debt,-,apache,5.0,Merged
skywalking,2470,summary,0,non_debt,-,apache,0.0,Merged
systemds,688,review,147017845,non_debt,-,apache,4.0,Closed
phoenix,913,review,541363956,non_debt,-,apache,69.0,Merged
airflow,1830,review,90948950,code_debt,low_quality_code,apache,97.0,Closed
hadoop,1601,comment,541059565,non_debt,-,apache,9.0,Closed
