project,pull_number,pull_type,id,classification,indicator,repo_owner,pr_duration_days,pr_status
spark,13152,review,76170720,non_debt,-,apache,136,Closed
incubator-doris,2922,review,380016716,non_debt,-,apache,0,Merged
camel-quarkus,1483,description,0,non_debt,-,apache,0,Merged
spark,28038,review,402528402,code_debt,low_quality_code,apache,12,Closed
spark,31682,review,584742586,non_debt,-,apache,7,Closed
tvm,7313,review,586937376,non_debt,-,apache,44,Merged
incubator-pinot,6690,review,596257840,non_debt,-,apache,0,Merged
spark,21976,summary,0,non_debt,-,apache,27,Closed
airflow,14219,review,584775664,code_debt,low_quality_code,apache,41,Closed
incubator-mxnet,18560,description,0,test_debt,flaky_test,apache,0,Merged
spark,4588,review,26225879,non_debt,-,apache,44,Closed
carbondata,200,review,82923303,non_debt,-,apache,76,Closed
druid,6683,review,244036188,non_debt,-,apache,498,Closed
hbase,1653,description,0,non_debt,-,apache,153,Closed
airflow,4963,comment,475922883,non_debt,-,apache,2,Merged
hbase,2876,comment,763383475,non_debt,-,apache,7,Closed
spark,25782,comment,531650889,non_debt,-,apache,3,Closed
spark,14656,review,74853965,non_debt,-,apache,2,Closed
thrift,1496,comment,371441144,non_debt,-,apache,28,Closed
airflow,6281,review,339296209,non_debt,-,apache,81,Closed
spark,26159,comment,544371364,non_debt,-,apache,38,Closed
trafficserver,347,summary,0,code_debt,complex_code,apache,0,Closed
spark,20387,comment,361368296,non_debt,-,apache,26,Closed
dubbo,4526,review,303318487,code_debt,low_quality_code,apache,681,Closed
bookkeeper,1410,review,190751880,non_debt,-,apache,15,Merged
iceberg,1393,review,479567345,non_debt,-,apache,6,Merged
tinkerpop,1308,review,512632352,documentation_debt,low_quality_documentation,apache,139,Merged
ignite,7851,review,430399878,code_debt,low_quality_code,apache,3,Merged
hudi,1274,review,370818776,code_debt,low_quality_code,apache,13,Merged
ignite,4434,review,233787764,non_debt,-,apache,153,Closed
druid,1978,comment,173417227,non_debt,-,apache,64,Merged
nifi,777,comment,239009886,non_debt,-,apache,9,Closed
helix,1472,comment,710682396,design_debt,non-optimal_design,apache,0,Merged
druid,6007,comment,405648789,non_debt,-,apache,0,Merged
spark,8734,review,50617823,non_debt,-,apache,149,Closed
beam,2504,summary,0,non_debt,-,apache,0,Merged
zookeeper,904,review,274872856,code_debt,low_quality_code,apache,8,Closed
incubator-mxnet,12918,review,227170725,code_debt,low_quality_code,apache,14,Merged
flink,10017,review,349058826,documentation_debt,low_quality_documentation,apache,37,Closed
flink,13697,comment,718463957,non_debt,-,apache,9,Merged
incubator-heron,2295,description,0,design_debt,non-optimal_design,apache,44,Closed
superset,7788,comment,506845639,non_debt,-,apache,0,Merged
